0.010000,0.000000,0.000000,0.000000,0.818178,0.000000,-0.007841,0.100174,0.000002,-0.007840,-0.099824,-0.000002,0.017661,-0.000001,0.000007,-0.045009,0.000007,-0.000001,0.000061,0.017658,0.000001,-0.000007,-0.045010,-0.000007,0.000001,0.000061
0.110000,0.000000,0.000589,0.000015,0.818217,0.000005,-0.007872,0.099936,0.000122,-0.007870,-0.099599,-0.000120,0.077886,-0.000022,0.000009,-0.205266,0.000010,-0.000002,0.000081,0.077880,-0.000018,-0.000009,-0.205266,-0.000010,-0.000001,0.000081
0.210000,0.000000,0.000830,0.000040,0.818266,0.000007,-0.007848,0.099642,0.000268,-0.007846,-0.099312,-0.000262,0.110357,-0.000026,0.000004,-0.293341,0.000005,-0.000002,0.000044,0.110348,-0.000022,-0.000005,-0.293341,-0.000005,-0.000000,0.000044
0.310000,0.000000,0.000850,0.000064,0.818310,0.000009,-0.007830,0.099337,0.000414,-0.007829,-0.099016,-0.000405,0.128167,-0.000026,0.000001,-0.341600,0.000002,-0.000001,0.000020,0.128157,-0.000025,-0.000002,-0.341599,-0.000002,-0.000000,0.000021
0.410000,0.000000,0.000766,0.000087,0.818292,0.000008,-0.007822,0.099043,0.000548,-0.007822,-0.098724,-0.000537,0.137966,-0.000023,0.000000,-0.368026,0.000001,0.000001,0.000009,0.137953,-0.000023,-0.000001,-0.368024,-0.000001,0.000001,0.000010
0.510000,0.000000,0.000646,0.000108,0.818270,0.000009,-0.007816,0.098755,0.000673,-0.007816,-0.098442,-0.000659,0.143355,-0.000030,-0.000001,-0.382496,0.000000,0.000000,0.000004,0.143343,-0.000030,-0.000001,-0.382495,-0.000000,0.000000,0.000004
0.610000,0.000000,0.000522,0.000120,0.818258,0.000010,-0.007811,0.098495,0.000778,-0.007812,-0.098185,-0.000759,0.146325,-0.000021,0.000000,-0.390420,0.000000,0.000001,0.000001,0.146310,-0.000021,0.000001,-0.390417,-0.000000,0.000002,0.000002
0.710000,0.000000,0.000407,0.000130,0.818253,0.000010,-0.007809,0.098252,0.000868,-0.007810,-0.097944,-0.000848,0.147961,-0.000018,0.000001,-0.394758,-0.000000,0.000002,-0.000000,0.147946,-0.000018,0.000001,-0.394755,-0.000000,0.000002,0.000001
0.810000,0.000000,0.000309,0.000138,0.818252,0.000010,-0.007805,0.098025,0.000945,-0.007808,-0.097718,-0.000923,0.148865,-0.000016,0.000001,-0.397133,-0.000000,0.000002,-0.000001,0.148850,-0.000016,0.000002,-0.397129,-0.000000,0.000002,0.000001
0.910000,0.000000,0.000226,0.000145,0.818252,0.000010,-0.007803,0.097813,0.001011,-0.007806,-0.097504,-0.000987,0.149364,-0.000014,0.000001,-0.398433,-0.000000,0.000002,-0.000001,0.149350,-0.000014,0.000002,-0.398429,-0.000000,0.000002,0.000000
1.010000,0.000000,0.000157,0.000153,0.818252,0.000010,-0.007802,0.097601,0.001072,-0.007806,-0.097297,-0.001050,0.149639,-0.000024,-0.000001,-0.399144,-0.000000,0.000001,-0.000001,0.149627,-0.000024,-0.000000,-0.399142,0.000000,0.000001,0.000000
1.110000,0.000000,0.000103,0.000156,0.818252,0.000010,-0.007800,0.097413,0.001119,-0.007804,-0.097109,-0.001095,0.149795,-0.000016,0.000001,-0.399534,-0.000000,0.000002,-0.000001,0.149781,-0.000016,0.000001,-0.399530,-0.000000,0.000002,0.000000
1.210000,0.000000,0.000059,0.000159,0.818253,0.000009,-0.007799,0.097235,0.001160,-0.007803,-0.096930,-0.001133,0.149881,-0.000014,0.000001,-0.399746,-0.000000,0.000002,-0.000001,0.149867,-0.000013,0.000002,-0.399743,-0.000000,0.000002,0.000001
1.310000,0.000000,0.000024,0.000161,0.818254,0.000009,-0.007797,0.097066,0.001192,-0.007802,-0.096762,-0.001165,0.149929,-0.000012,0.000002,-0.399863,-0.000000,0.000002,-0.000001,0.149915,-0.000011,0.000002,-0.399860,-0.000000,0.000002,0.000001
